incident_no|incident_code|date_reported|status_code|occurred|location_code|address|stolen_value|lost_value|narrative
5000525|LARCENY - MOTOR VEH. ACCESSORIES|2/11/2005 16:55||between: 01/31/2005 12:00 and 02/11/2005 16:45||UNL Parking lot 19th R-Vine|90.00|10.00|
5000528|ALCOHOL - MINOR IN POSSESSION|2/11/2005 22:41||between: 02/11/2005 22:41 and 02/11/2005 22:41||14th & New Hampshire|0.00|0.00|
5000533|ASSAULT - OF POLICE OFFICER|2/12/2005 2:16||between: 02/12/2005 02:16 and 02/12/2005 02:16||721 K St.|0.00|0.00|
5000531|ALCOHOL - DWI|2/12/2005 4:42||between: 02/12/2005 02:16 and 02/12/2005 02:16|||0.00|0.00|
5000529|ALCOHOL - MINOR IN POSSESSION|2/12/2005 6:05||between: 02/12/2005 06:05 and 02/12/2005 06:05|Sandoz Hall|820 North 17th St|0.00|0.00|
5000540|ACCIDENTS - P.D. H&R REPORTABLE|2/12/2005 15:10||between: 02/12/2005 13:30 and 02/12/2005 13:45||UNL Parking - Visitor/Employee|0.00|0.00|
5000547|ALCOHOL - DWI|2/13/2005 1:26||between: 02/13/2005 01:26 and 02/13/2005 01:26||Q ST & N 9TH ST|0.00|0.00|
5000548|ALCOHOL - DWI|2/13/2005 2:02||between: 02/13/2005 02:02 and 02/13/2005 02:02||Kabredlo's 10th & Charleston|0.00|0.00|
5000550|ALCOHOL - DWI|2/13/2005 5:25||between: 02/13/2005 03:50 and 02/13/2005 03:50|||0.00|0.00|
5000553|LARCENY - FROM BUILDING|2/13/2005 11:13||between: 02/12/2005 16:00 and 02/13/2005 07:00|Selleck Quad|600 North 15th St|15.00|0.00|
5000560|LARCENY - FROM MOTOR VEHICLE|2/14/2005 1:51||between: 02/13/2005 22:51 and 02/13/2005 22:55|College of Dentistry|3975 Potter St|0.00|650.00|
5000563|ALCOHOL - DRUNK|2/14/2005 2:19||between: 02/14/2005 00:13 and 02/14/2005 00:13||1400 R Street|0.00|0.00|
5000565|LARCENY - FROM MOTOR VEHICLE|2/14/2005 3:58||between: 02/14/2005 01:30 and 02/14/2005 03:13|Activities|1700 North 34th St|1300.00|1600.00|
5000567|TRESPASSING|2/14/2005 4:35||between: 02/14/2005 04:35 and 02/14/2005 04:35|Richards Hall|560 Stadium Dr|0.00|0.00|
5000572|LARCENY - FROM MOTOR VEHICLE|2/14/2005 10:00||between: 02/13/2005 19:45 and 02/13/2005 23:45|Vet Basic Sciences|4150 Fair St|0.00|100.00|
5000574|FRAUD - CREDIT CARDS/ATM/BANK CARD|2/14/2005 11:35||between: 01/31/2005 13:00 and 02/02/2005 13:00|Harper Hall|1150 North 14th St|0.00|0.00|
5000576|LARCENY - FROM BUILDING|2/14/2005 11:35||between: 01/25/2005 08:29 and 01/25/2005 08:29|Harper Hall|1150 N 14th|100.00|0.00|
5000575|VANDALISM - OTHER|2/14/2005 11:43||between: 02/12/2005 17:00 and 02/14/2005 10:45|Abel Hall|860 North 17th St|0.00|250.00|
5000577|FRAUD - CREDIT CARDS/ATM/BANK CARD|2/14/2005 13:37||between: 11/14/2004 09:00 and 11/16/2004 09:00|Harper Hall|1150 North 14th St|0.00|0.00|
5000578|ACCIDENTS - P.D. H&R REPORTABLE|2/14/2005 14:47||between: 02/10/2005 10:10 and 02/10/2005 15:00|Stadium Drive Parking Garage|625 Stadium Dr|0.00|0.00|
5000580|ACCIDENTS - P.D. NOT REPORTABLE|2/14/2005 15:01||Date: 02/14/2005 14:50|14th & Avery Parking Garage|300 N 17th|0.00|0.00|
5000581|WEAPONS - DISCHARGE IN CITY|2/14/2005 16:50||between: 02/14/2005 16:10 and 02/14/2005 16:24|Keim Hall|1825 North38th St|0.00|0.00|
5000587|BURGLARY|2/15/2005 11:38||between: 01/04/2005 21:30 and 01/27/2005 15:30|West Stadium|740 Stadium Dr|4030.00|0.00|
5000590|FRAUD - CREDIT CARDS/ATM/BANK CARD|2/15/2005 16:56||between: 02/08/2005 00:00 and 02/08/2005 23:59|Schramm Hall|1130 N. 14th|400.00|0.00|
5000593|VANDALISM - OTHER|2/15/2005 21:22||between: 02/15/2005 16:30 and 02/15/2005 19:45|Union-East|1705 Arbor Dr|0.00|50.00|
5000594|LARCENY - FROM MOTOR VEHICLE|2/15/2005 23:02||between: 02/12/2005 19:00 and 02/15/2005 22:45||14th/Holdrege Parking Lot|500.00|0.00|
5000600|ALCOHOL - DRUNK|2/16/2005 1:56||between: 02/16/2005 01:56 and 02/16/2005 01:56|17 & R Parking Garage|300 N. 17th Street|0.00|0.00|
5000604|BURGLARY|2/16/2005 16:21||between: 02/16/2005 10:30 and 02/16/2005 13:00|Home Economics|1650 N 35th St|235.00|0.00|
5000605|LARCENY - FROM BUILDING|2/16/2005 16:21||between: 12/01/2004 12:00 and 12/03/2004 12:00|Home Economics|1650 N 35th|500.00|0.00|
5000607|TELEPHONE - OTHER|2/16/2005 19:29||between: 02/14/2005 00:00 and 02/16/2005 23:59||HSS Food Services Building|0.00|0.00|
5000611|FIRE (WORKING) - ALARM|2/16/2005 23:13||between: 02/16/2005 23:13 and 02/16/2005 23:13||635 N. 16th|0.00|0.00|
5000618|MISC - OTHER|2/17/2005 1:29||between: 02/17/2005 01:29 and 02/17/2005 01:29||VINE ST & N 16TH ST|0.00|0.00|
5000617|NARCOTICS - POSSESSION|2/17/2005 1:48||Date: 02/17/2005 01:48||Q ST & N 11TH ST|0.00|0.00|
5000619|VANDALISM - OTHER|2/17/2005 3:45||between: 02/17/2005 03:45 and 02/17/2005 03:45||Parking lot 18th St. Q to R|0.00|100.00|
5000622|ACCIDENTS - P.D. REPORTABLE|2/17/2005 13:49||between: 02/17/2005 13:45 and 02/17/2005 13:45||HOLDREGE ST & N 17TH ST|0.00|0.00|
5000626|TELEPHONE - THREATENING CALLS|2/17/2005 16:50||between: 01/01/2005 00:00 and 02/16/2005 16:00|Burnett Hall|1220 T St|0.00|0.00|
5000627|ACCIDENTS - P.D. REPORTABLE|2/17/2005 17:07||between: 02/17/2005 14:00 and 02/17/2005 15:00||1033 North 16th|0.00|0.00|
5000633|ALCOHOL - DWI|2/18/2005 1:08||between: 02/18/2005 01:08 and 02/18/2005 01:08||Y Street Connector|0.00|0.00|
5000634|DISTURBANCE - OTHER|2/18/2005 2:16||Date: 02/18/2005 01:30|Schramm Hall|1130 North 14th St|0.00|0.00|
5000635|ALCOHOL - DRUNK|2/18/2005 2:31||between: 02/18/2005 02:31 and 02/18/2005 02:31|Cather Hall|609 North 17th St|0.00|0.00|
5000639|DISTURBANCE - OTHER|2/18/2005 12:35||between: 02/18/2005 09:30 and 02/18/2005 12:15|Kauffman Hall|630 North 14th St|0.00|0.00|
5000641|TELEPHONE - THREATENING CALLS|2/18/2005 15:39||between: 02/07/2005 11:23 and 02/16/2005 11:46|Military & Naval Science|1360 Vine St|0.00|0.00|
5000644|VANDALISM - OTHER|2/18/2005 15:57||between: 02/15/2005 15:00 and 02/18/2005 15:57||19th and "R" Street UNL Parking Lot|0.00|200.00|
5000645|DISTURBANCE - OTHER|2/18/2005 16:35||Date: 02/18/2005 14:15|Nebraska Hall|900 North 16th St|0.00|0.00|
5000647|MISSING PERSON - ADULT|2/18/2005 18:41||between: 02/18/2005 18:41 and 02/18/2005 18:41||17th and Holdrege UNL Gravel Parking Lot/Stormies Lot|0.00|0.00|
5000648|BURGLARY|2/18/2005 19:10||between: 02/18/2005 15:00 and 02/18/2005 18:30|Manter Hall Life Siences|1101 T St|1830.00|0.00|
5000651|ACCIDENTS - P.D. H&R REPORTABLE|2/19/2005 1:16||between: 02/18/2005 21:45 and 02/19/2005 01:05||Q ST & N 16TH ST|0.00|0.00|
5000655|ALCOHOL - MINOR IN POSSESSION|2/19/2005 3:14||Date: 02/19/2005 03:14||1433 'R' St - Alpha Tau Omega|0.00|0.00|
5000654|ALCOHOL - DWI|2/19/2005 5:06||between: 02/19/2005 03:06 and 02/19/2005 03:06|||0.00|0.00|
5000660|MEDICAL EMERGENCY|2/19/2005 11:14||between: 02/19/2005 11:00 and 02/19/2005 11:00|Bob Devaney Sports Center|1600 Court St|0.00|0.00|
5000661|LARCENY - FROM BUILDING|2/19/2005 19:36||between: 02/19/2005 15:00 and 02/19/2005 19:15|Selleck Quad|600 North 15th|80.00|0.00|
5000666|ALCOHOL - DRUNK|2/20/2005 2:46||between: 02/20/2005 02:46 and 02/20/2005 02:46||N 146TH ST & N 14TH ST|0.00|0.00|
5000667|ALCOHOL - DWI|2/20/2005 4:41||between: 02/20/2005 03:00 and 02/20/2005 03:00|||0.00|0.00|
5000669|ALCOHOL - MINOR IN POSSESSION|2/20/2005 5:11||between: 02/20/2005 05:11 and 02/20/2005 05:11||37th and Potters|0.00|0.00|
5000670|TRESPASSING|2/20/2005 11:32||Date: 02/20/2005 11:32|17 & R Parking Garage|300 North 17th St|0.00|0.00|
5000676|AUTO THEFT|2/20/2005 23:19||between: 02/20/2005 18:30 and 02/20/2005 18:45|Stadium Drive Parking Garage|625 Stadium Dr|2000.00|0.00|
5000677|VANDALISM - OTHER|2/21/2005 5:02||between: 02/18/2005 18:00 and 02/21/2005 04:55|Architecture Hall|402 Stadium Dr|0.00|20.00|
5000683|VANDALISM - OTHER|2/21/2005 11:41||between: 02/21/2005 09:00 and 02/21/2005 11:40|17 & R Parking Garage|300 North 17th St|0.00|0.00|
5000684|LOST OR STOLEN ITEM|2/21/2005 11:56||between: 02/07/2005 08:00 and 02/07/2005 11:00||UNL City Campus|50.00|0.00|
5000682|TRAFFIC - SUSPENDED DRIVER|2/21/2005 11:57||between: 02/21/2005 10:45 and 02/21/2005 10:45||HOLDREGE ST & N 33RD ST|0.00|0.00|
5000687|TRESPASSING|2/21/2005 16:35||Date: 02/21/2005 16:35|Nebraska Union|1400 R Street|0.00|0.00|
5000691|LARCENY - FROM MOTOR VEHICLE|2/21/2005 20:15||between: 02/21/2005 07:45 and 02/21/2005 20:10|Vet Basic Sciences|4150 Fair St|11580.00|0.00|
5000692|LARCENY - FROM MOTOR VEHICLE|2/21/2005 20:50||between: 02/21/2005 16:00 and 02/21/2005 20:50||Burr Parking Lot|1110.00|0.00|
5000696|BURGLARY|2/22/2005 10:15||between: 02/22/2005 08:30 and 02/22/2005 08:35|Westbrook Music Building|1104 R St|620.00|0.00|
5000700|NARCOTICS - POSSESSION|2/23/2005 1:21||between: 02/23/2005 01:21 and 02/23/2005 01:21||1535 "R" Street Theta Xi|0.00|0.00|
5000706|VANDALISM - OTHER|2/23/2005 17:46||between: 02/23/2005 10:00 and 02/23/2005 12:45||FAIR ST|0.00|0.00|
5000699|ACCIDENTS - P.D. H&R REPORTABLE|2/23/2005 23:31||between: 02/21/2005 22:00 and 02/21/2005 22:30||Abel/Sandoz Parking Lot|0.00|0.00|
5000709|MEDICAL EMERGENCY|2/24/2005 0:24||Date: 02/23/2005 19:07|Bob Devaney Sports Center|1600 Court St|0.00|0.00|
5000714|ALCOHOL - DWI|2/24/2005 1:24||between: 02/24/2005 01:24 and 02/24/2005 01:24||N 10TH ST|0.00|0.00|
5000715|ACCIDENTS - P.D. REPORTABLE|2/24/2005 9:23||Date: 02/24/2005 09:18|Transportation Services|1931 N. 14th St.|0.00|0.00|
5000718|ALCOHOL - DRUNK|2/24/2005 17:18||between: 02/24/2005 17:18 and 02/24/2005 17:18|Nebraska Union|1400 R St|0.00|0.00|
5000722|MEDICAL EMERGENCY|2/24/2005 19:57||between: 02/24/2005 19:57 and 02/24/2005 19:57|Nebraska Union|1400 R St|0.00|0.00|
5000713|NARCOTICS - OTHER|2/24/2005 23:14||between: 02/23/2005 23:14 and 02/23/2005 23:14||FAIR ST & N 27TH ST|0.00|0.00|
5000725|LARCENY - FROM MOTOR VEHICLE|2/24/2005 23:27||between: 02/24/2005 00:00 and 02/24/2005 23:00||14th & New Hampshire lot|475.00|0.00|
5000730|ALCOHOL - DWI|2/25/2005 1:42||Date: 02/25/2005 01:42||O ST & N 3RD ST|0.00|0.00|
5000727|ALCOHOL - DRUNK|2/25/2005 1:51||between: 02/25/2005 01:51 and 02/25/2005 01:51|Nebraska Union|1400 "R" Street|0.00|0.00|
5000728|ALCOHOL - MINOR IN POSSESSION|2/25/2005 2:03||between: 02/25/2005 02:03 and 02/25/2005 02:03|Schramm Hall|1130 North 14th St|0.00|0.00|
5000731|VANDALISM - OTHER|2/25/2005 2:39||between: 02/25/2005 02:39 and 02/25/2005 02:39||635 N 16th|0.00|0.00|
5000737|TRESPASSING|2/25/2005 14:42||between: 02/25/2005 14:42 and 02/25/2005 14:42|Abel Hall|860 N.17th|0.00|0.00|
5000724|TELEPHONE - THREATENING CALLS|2/25/2005 21:08|Inactive|between: 02/23/2005 10:30 and 02/23/2005 11:30|Othmer Hall|820 North 16th St|0.00|0.00|
5000748|ALCOHOL - DRUNK|2/26/2005 2:14||between: 02/26/2005 02:14 and 02/26/2005 02:14||1601 "R" Street|0.00|0.00|
5000747|ALCOHOL - MINOR IN POSSESSION|2/26/2005 4:26||between: 02/26/2005 01:43 and 02/26/2005 01:43|Abel Hall|860 North 17th St|0.00|0.00|
5000749|ALCOHOL - MINOR IN POSSESSION|2/26/2005 5:33||between: 02/26/2005 03:15 and 02/26/2005 03:15|Schramm Hall|1130 North 14th St|0.00|0.00|
5000751|ACCIDENTS - P.D. REPORTABLE|2/26/2005 8:48||Date: 02/26/2005 08:45|Biochemistry Hall|1705 North 38th St|0.00|1700.00|
5000753|LARCENY - FROM BUILDING|2/26/2005 13:01||between: 01/16/2005 08:30 and 01/16/2005 09:15|Nebraska Hall|900 North 16th St|0.00|0.00|
5000755|LARCENY - FROM MOTOR VEHICLE|2/26/2005 13:45||between: 02/23/2005 18:30 and 02/26/2005 10:30|||0.00|0.00|
5000757|ACCIDENTS - P.D. H&R REPORTABLE|2/26/2005 18:09||between: 02/26/2005 01:30 and 02/26/2005 17:30|||0.00|0.00|
5000761|ALCOHOL - DWI|2/27/2005 1:26||between: 02/27/2005 01:26 and 02/27/2005 01:26||Q ST & N 16TH ST|0.00|0.00|
5000762|VANDALISM - OTHER|2/27/2005 3:23||between: 02/27/2005 03:23 and 02/27/2005 03:23||HOLDREGE ST & N 17TH ST|0.00|0.00|
5000763|LARCENY - FROM BUILDING|2/27/2005 9:00||between: 02/26/2005 09:00 and 02/26/2005 12:00|Bob Devaney Sports Center|1600 Court St|200.00|0.00|
5000766|LARCENY - FROM BUILDING|2/27/2005 17:13||between: 02/27/2005 12:30 and 02/27/2005 17:10|Beadle Center|1901 Vine St|342.00|0.00|
5000769|LARCENY - FROM BUILDING|2/27/2005 17:30||between: 02/27/2005 15:00 and 02/27/2005 17:30|Beadle Center|1901 Vine St|100.00|0.00|
5000767|AUTO THEFT|2/27/2005 17:44||between: 02/27/2005 15:30 and 02/27/2005 17:35|Beadle Center|1901 Vine St|8000.00|0.00|
5000768|LARCENY - FROM BUILDING|2/27/2005 17:53||between: 02/27/2005 14:30 and 02/27/2005 16:00|Beadle Center|1901 Vine|40.00|0.00|
5000770|FRAUD - CREDIT CARDS/ATM/BANK CARD|2/27/2005 18:18||Date: 02/27/2005 16:02||HAVELOCK AVE|0.00|0.00|
5000774|VANDALISM - OTHER|2/27/2005 22:16||between: 02/27/2005 01:00 and 02/27/2005 21:47|14th & Avery Parking Garage|1111 North 14th St|0.00|0.00|
5000778|ALCOHOL - DRUNK|2/27/2005 22:58||between: 02/27/2005 22:58 and 02/27/2005 22:58|Nebraska Union|1400 R St|0.00|0.00|
5000785|LARCENY - FROM BUILDING|2/28/2005 17:40||between: 02/28/2005 15:15 and 02/28/2005 17:00|Campus Recreation Center|841 North 14th St|63.00|0.00|
5000776|TRESPASSING|2/28/2005 23:54||between: 02/28/2005 23:54 and 02/28/2005 23:54|Nebraska Union|1400 R St|0.00|0.00|
500794|MEDICAL EMERGENCY|3/1/2005 9:54||between: 03/01/2005 09:50 and 03/01/2005 09:54|Teachers College Hall|1400 Vine St|0.00|0.00|
5000795|BURGLARY|3/1/2005 10:07||between: 02/27/2005 13:30 and 02/27/2005 16:00|Beadle Center|1901 Vine St|120.00|0.00|
5000789|MEDICAL EMERGENCY|3/1/2005 11:22||between: 02/28/2005 22:04 and 02/28/2005 22:04|Cook Pavilion|845 North 14th St|0.00|0.00|
5000799|LARCENY - FROM BUILDING|3/1/2005 14:13||:|College of Business Admin.|512 North 12th St|2700.00|0.00|
5000803|TRESPASSING|3/1/2005 21:33||between: 03/01/2005 21:33 and 03/01/2005 21:33|Nebraska Union|1400 R St|0.00|0.00|
5000804|ALCOHOL - DWI|3/2/2005 0:07||between: 03/02/2005 00:07 and 03/02/2005 00:07||W ST & N 16TH ST|0.00|0.00|
5000805|NARCOTICS - POSSESSION|3/2/2005 0:47||between: 03/02/2005 00:47 and 03/02/2005 00:47|Schramm Hall|1130 N. 14th Street|0.00|0.00|
5000807|VANDALISM - OTHER|3/2/2005 7:39||between: 01/03/2005 08:00 and 03/02/2005 07:30|Andrews Hall|625 North 14th St|0.00|300.00|
5000809|LARCENY - FROM BUILDING|3/2/2005 8:02||between: 03/01/2005 18:32 and 03/01/2005 18:52|Home Economics|1650 N. 35th St.|20.00|0.00|
5000810|DISTURBANCE - OTHER|3/2/2005 10:22||:|Behlen Physics Lab|500 Stadium Dr|0.00|0.00|
5000812|ACCIDENTS - P.D. REPORTABLE|3/2/2005 13:02||between: 02/20/2005 22:00 and 02/20/2005 23:59|||0.00|1000.00|
5000820|TRAFFIC - OTHER|3/2/2005 19:08||between: 03/02/2005 19:08 and 03/02/2005 19:08||31st and Vine St.|0.00|0.00|
5000821|LARCENY - STOLEN BIKE|3/2/2005 23:35||between: 03/02/2005 11:00 and 03/02/2005 23:10|Historical Society|1500 R St|360.00|0.00|
5000824|ACCIDENTS - P.D. H&R REPORTABLE|3/3/2005 9:51||between: 03/03/2005 06:15 and 03/03/2005 09:45||Stadium Loop|0.00|500.00|
5000826|DISTURBANCE - OTHER|3/3/2005 11:26||between: 03/03/2005 11:00 and 03/03/2005 11:10|||0.00|0.00|
5000827|ALCOHOL - UNL POLICY VIOLATION|3/3/2005 12:10||between: 03/03/2005 12:10 and 03/03/2005 12:10|Syford House|700 North 16th St|0.00|0.00|
5000830|LARCENY - FROM BUILDING|3/3/2005 17:14||between: 03/02/2005 22:00 and 03/03/2005 03:30|Burnett Hall|1220 T St|3600.00|0.00|
5000831|ACCIDENTS - P.D. REPORTABLE|3/3/2005 19:18||between: 03/03/2005 19:10 and 03/03/2005 19:15||Champions Club UNL Parking Lot|0.00|0.00|
5000835|PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC|3/4/2005 2:27||between: 03/04/2005 02:27 and 03/04/2005 02:27||3601 Apple Street|0.00|500.00|
5000839|LARCENY - FROM MOTOR VEHICLE|3/4/2005 8:25||between: 03/03/2005 21:00 and 03/04/2005 08:25||3248 Starr St.|200.00|0.00|
5000843|ACCIDENTS - P.D. H&R REPORTABLE|3/4/2005 11:10||between: 03/01/2005 13:30 and 03/01/2005 19:30||1000 N 16th St., Parking lot|0.00|1200.00|
5000844|VANDALISM - OTHER|3/4/2005 11:18||between: 03/03/2005 23:00 and 03/04/2005 08:00||1430 Idylwild Drive|0.00|0.00|
5000845|LARCENY - GAS FROM SELF SERVICE PUMP|3/4/2005 13:34||between: 03/04/2005 13:32 and 03/04/2005 13:32||1540 P st.|3.40|0.00|
5000847|BURGLARY|3/4/2005 15:11||between: 01/03/2005 00:00 and 03/04/2005 15:11|Walter Scott Engineering Center|844 North 16th St|700.00|0.00|
5000848|LOST OR STOLEN ITEM|3/4/2005 15:14||between: 03/04/2005 14:45 and 03/04/2005 15:10||UNL Health Center parking lot|50.00|0.00|
5000857|ALCOHOL - DRUNK|3/4/2005 19:34||between: 03/04/2005 19:34 and 03/04/2005 19:34|Nebraska Union|1400 R St|0.00|0.00|
5000860|OUTSIDE - O.P.S. OTHER|3/5/2005 0:42||Date: 03/05/2005 00:42||HUNTINGTON AVE & N 37TH ST|0.00|0.00|
5000862|ALCOHOL - DWI|3/5/2005 2:33||between: 03/05/2005 02:33 and 03/05/2005 02:33||VINE ST & N 17TH ST|0.00|0.00|
5000872|LARCENY - STOLEN BIKE|3/5/2005 19:14|Inactive|between: 03/05/2005 16:00 and 03/05/2005 19:05|Nebraska Hall|900 North 16th St|365.00|0.00|
5000861|ALCOHOL - MINOR IN POSSESSION|3/5/2005 21:43||between: 03/05/2005 03:08 and 03/05/2005 03:08|||0.00|0.00|
5000873|LARCENY - STOLEN BIKE|3/5/2005 23:36||between: 03/05/2005 20:00 and 03/05/2005 23:36|Nebraska Union|1400 R St|310.00|0.00|
5000875|LITTERING|3/6/2005 0:55||between: 03/06/2005 00:55 and 03/06/2005 00:55|Andersen Hall|200 Centennial Mall North|0.00|0.00|
5000878|ALCOHOL - DRUNK|3/6/2005 1:35||between: 03/06/2005 01:35 and 03/06/2005 01:35||O ST & N 12TH ST|0.00|0.00|
5000879|ALCOHOL - DWI|3/6/2005 2:09||between: 03/06/2005 02:09 and 03/06/2005 02:09||Q ST & N 17TH ST|0.00|0.00|
5000877|MISC - OTHER|3/6/2005 4:14||between: 03/06/2005 01:16 and 03/06/2005 01:16|||0.00|0.00|
5000884|LARCENY - STOLEN BIKE|3/6/2005 19:40|Cleared by Exception|between: 03/06/2005 19:00 and 03/06/2005 19:40|Nebraska Union|1400 R St|3020.00|0.00|
5000885|ALCOHOL - DWI|3/7/2005 1:02||between: 03/07/2005 01:02 and 03/07/2005 01:02||R ST & N 18TH ST|0.00|0.00|
5000886|BURGLARY|3/7/2005 7:37||between: 03/06/2005 11:00 and 03/07/2005 07:00|Hardin Hall|1600 North 33rd St|250.00|100.00|
5000887|OUTSIDE - O.P.S. OTHER|3/7/2005 9:27||Date: 03/07/2005 09:27|Welpton Courtroom|1825 North 42nd St|0.00|0.00|
5000888|TELEPHONE - OBSCENE CALLS|3/7/2005 9:37||between: 03/06/2005 19:55 and 03/06/2005 19:55|College of Dentistry|3975 Potter St|0.00|0.00|
5000889|MISC - OTHER|3/7/2005 10:47||Date: 03/07/2005 10:47||EAST CAMPUS LOOP & N 35TH ST|0.00|0.00|
5000890|OUTSIDE - O.P.S. OTHER|3/7/2005 12:11||between: 02/14/2005 13:20 and 03/07/2005 11:20|Military & Naval Science|1360 Vine St|0.00|0.00|
5000891|LARCENY - FROM BUILDING|3/7/2005 12:11||between: 01/10/2005 08:43 and 01/20/2005 08:40|17 & R Parking Garage|300 North 17th St|502.00|0.00|
5000892|LOST OR STOLEN ITEM|3/7/2005 12:42||between: 03/07/2005 08:30 and 03/07/2005 12:42|||35.00|0.00|
5000893|VANDALISM - OTHER|3/7/2005 14:17||between: 03/02/2005 12:00 and 03/07/2005 13:30|Whittier Building|2200 Vine St|0.00|50.00|
5000895|LARCENY - FROM BUILDING|3/7/2005 14:52||between: 03/07/2005 01:15 and 03/07/2005 01:30|Schramm Hall|1130 N 14th|90.00|0.00|
5000899|LARCENY - FROM BUILDING|3/7/2005 18:55||between: 03/07/2005 14:30 and 03/07/2005 16:40|Campus Recreation Center|841 North 14th St|105.00|0.00|
5000900|FRAUD - CREDIT CARDS/ATM/BANK CARD|3/7/2005 18:55||between: 03/07/2005 16:40 and 03/07/2005 18:55||61 & O St.|0.00|0.00|
5000902|TRESPASSING|3/8/2005 0:18||between: 03/08/2005 00:02 and 03/08/2005 00:02|Abel Hall|860 N. 17th Streeet|0.00|0.00|
5000904|NARCOTICS - POSSESSION|3/8/2005 1:22||between: 03/08/2005 01:22 and 03/08/2005 01:22||S ST & N 16TH ST|0.00|0.00|
5000909|LARCENY - MOTOR VEH. ACCESSORIES|3/8/2005 12:53||between: 03/07/2005 21:30 and 03/08/2005 06:30||N 149TH ST & N 15TH ST|3.00|0.00|
5000931|MISC - OTHER|3/8/2005 15:33||:||N 42ND ST|0.00|0.00|
5000911|LARCENY - FROM BUILDING|3/8/2005 16:49||:|Burnett Hall|1220 T St|1805.00|0.00|
5000912|LARCENY - FROM COIN OPERATED MACH.|3/8/2005 17:21||between: 01/08/2005 18:23 and 03/08/2005 18:23|Lied Center|301 North 12th St|26.00|0.00|
5000914|ALCOHOL - DRUNK|3/8/2005 17:43||Date: 03/08/2005 17:43|Mabel Lee Hall|840 North 14th St|0.00|0.00|
5000918|ALCOHOL - DWI|3/9/2005 1:34||between: 03/09/2005 01:34 and 03/09/2005 01:34||VINE ST & N 31ST ST|0.00|0.00|
5000920|LARCENY - FROM COIN OPERATED MACH.|3/9/2005 7:46||between: 03/08/2005 08:00 and 03/09/2005 06:50|College of Business Admin.|512 N. 12th St.|244.00|0.00|
5000922|LARCENY - FROM COIN OPERATED MACH.|3/9/2005 10:08||between: 01/10/2005 11:15 and 03/09/2005 10:05|Oldfather Hall|660 N 12th|19.00|10.00|
5000923|LARCENY - FROM COIN OPERATED MACH.|3/9/2005 10:17||between: 03/07/2005 10:00 and 03/09/2005 10:15|Burnett Hall|1220 T street|38.00|0.00|
5000927|ACCIDENTS - P.D. REPORTABLE|3/9/2005 14:36||between: 03/09/2005 14:30 and 03/09/2005 14:36|Morrill Hall|1335 U St|0.00|0.00|
5000929|LOST OR STOLEN ITEM|3/9/2005 16:21||between: 03/09/2005 08:00 and 03/09/2005 09:00|Nebraska Union|1400 R St|15.00|0.00|
5000932|DISTURBANCE - OTHER|3/9/2005 19:30||between: 03/09/2005 19:30 and 03/09/2005 19:30|Nebraska Union|1400 R St|0.00|0.00|
5000934|DISTURBANCE - OTHER|3/9/2005 20:42||between: 03/08/2005 11:00 and 03/08/2005 11:05|Othmer Hall|820 North 16th St|0.00|0.00|
5000939|ALCOHOL - MINOR IN POSSESSION|3/10/2005 2:27||between: 03/10/2005 02:27 and 03/10/2005 02:27|Burr Hall|1655 North 35th St|0.00|0.00|
5000943|ALCOHOL - DRUNK|3/10/2005 10:18||between: 03/10/2005 10:18 and 03/10/2005 10:18|Nebraska Union|1400 R St|0.00|0.00|
5000946|PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC|3/10/2005 11:57||between: 03/10/2005 07:30 and 03/10/2005 11:30|Horticulture Greenhouse|3835 Merrill Ave|0.00|0.00|
5000947|LOST OR STOLEN ITEM|3/10/2005 14:53||between: 03/10/2005 14:53 and 03/10/2005 14:53|Selleck Quad|600 North 15th St|180.00|0.00|
5000950|PROPERTY DAMAGE - UNINTENTIONAL,NON TRAFFIC|3/10/2005 16:45||between: 03/10/2005 08:00 and 03/10/2005 16:45||940 North 17th|0.00|0.00|
5000951|ROBBERY|3/10/2005 17:35||between: 03/10/2005 17:30 and 03/10/2005 17:30||1130 North 14th|0.00|0.00|
5000956|DISTURBANCE - OTHER|3/11/2005 1:03||between: 03/11/2005 01:03 and 03/11/2005 01:03|Nebraska Union|1400 R St|0.00|0.00|
5000957|ALCOHOL - DWI|3/11/2005 1:30||between: 03/11/2005 01:30 and 03/11/2005 01:30||Q ST & N 16TH ST|0.00|0.00|
5000958|NARCOTICS - POSSESSION|3/11/2005 1:52||Date: 03/11/2005 01:52|Sandoz Hall|820 North 17th St|0.00|0.00|
5000961|LARCENY - FROM MOTOR VEHICLE|3/11/2005 8:18||between: 03/11/2005 01:30 and 03/11/2005 08:15||Y ST & N 16TH ST|1280.00|400.00|
5000962|LARCENY - FROM MOTOR VEHICLE|3/11/2005 8:18||between: 03/10/2005 20:35 and 03/11/2005 08:15||Y ST & N 16TH ST|450.00|300.00|
5000963|LARCENY - FROM BUILDING|3/11/2005 9:31||between: 03/10/2005 16:00 and 03/10/2005 17:00|Campus Recreation Center|841 North 14th St|30.00|0.00|
5000964|MEDICAL EMERGENCY|3/11/2005 9:41||between: 03/11/2005 09:41 and 03/11/2005 09:41|Landscape Services|1340 North 17th St|0.00|0.00|
